win_title,win_class,task_type,remain_interval,idle_interval,day,time
"Program Manager","Progman","Ohters",1.200000,0.000000,2009-07-11,18:27:30
"Game","CabinetWClass","资源管理器",0.000000,0.000000,2009-07-11,18:27:31
"Program Manager","Progman","Ohters",26.600000,0.000000,2009-07-11,18:29:44
"野兽与乡巴佬","BBGameClass","Ohters",5.600000,0.000000,2009-07-11,18:30:19
"野兽与乡巴佬: Beasts.exe - 应用程序错误","#32770","对话框",1.800000,0.000000,2009-07-11,18:30:29
"","Shell_TrayWnd","Ohters",34.900000,0.000000,2009-07-11,18:33:24
"Program Manager","Progman","Ohters",0.600000,0.000000,2009-07-11,18:33:28
"野兽与乡巴佬","BBGameClass","Ohters",45.000000,0.000000,2009-07-11,18:37:15
"野兽与乡巴佬: Beasts.exe - 应用程序错误","#32770","对话框",1.400000,0.000000,2009-07-11,18:37:22
"野兽与乡巴佬","BBGameClass","Ohters",0.600000,0.000000,2009-07-11,18:37:26
"","Shell_TrayWnd","Ohters",180.500000,0.000000,2009-07-11,18:52:31
"Screen Saver","WindowsScreenSaverClass","Ohters",45.500000,0.000000,2009-07-11,18:56:19
"","Shell_TrayWnd","Ohters",1.200000,0.000000,2009-07-11,18:56:26
"「开始」菜单","DV2ControlHost","Ohters",1.800000,0.000000,2009-07-11,18:56:36
"运行","#32770","对话框",0.800000,0.000000,2009-07-11,18:56:40
"Game","CabinetWClass","资源管理器",0.200000,0.000000,2009-07-11,18:56:44
"","Shell_TrayWnd","Ohters",0.400000,0.000000,2009-07-11,18:56:47
"Game","CabinetWClass","资源管理器",0.000000,0.000000,2009-07-11,18:56:47
"","Shell_TrayWnd","Ohters",40.000000,0.000000,2009-07-11,19:00:08
"Program Manager","Progman","Ohters",0.100000,0.000000,2009-07-11,19:00:09
"Game","CabinetWClass","资源管理器",0.100000,0.000000,2009-07-11,19:00:10
"","Shell_TrayWnd","Ohters",0.100000,0.000000,2009-07-11,19:00:12
"Game","CabinetWClass","资源管理器",10.500000,0.000000,2009-07-11,19:01:05
"Program Manager","Progman","Ohters",0.100000,0.000000,2009-07-11,19:01:06
"Game","CabinetWClass","资源管理器",33.300000,0.000000,2009-07-11,19:03:53
"RaidenII","#32770","对话框",1.800000,0.000000,2009-07-11,19:04:02
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-07-11,19:04:03
"雷电2","CabinetWClass","资源管理器",0.000000,0.000000,2009-07-11,19:04:03
"","Shell_TrayWnd","Ohters",0.600000,0.000000,2009-07-11,19:04:07
"RaidenII","#32770","对话框",1.400000,0.000000,2009-07-11,19:04:14
"Program Manager","Progman","Ohters",40.800000,0.000000,2009-07-11,19:07:39
"Program Manager","Progman","Ohters",0.100000,0.000000,2009-07-11,19:07:41
"回收站","CabinetWClass","资源管理器",1.000000,0.000000,2009-07-11,19:07:46
"Internet 翻转棋 属性","#32770","对话框",0.100000,0.000000,2009-07-11,19:07:47
"Program Manager","Progman","Ohters",0.200000,0.000000,2009-07-11,19:07:50
"Internet 翻转棋 属性","#32770","对话框",0.000000,0.000000,2009-07-11,19:07:50
"回收站","CabinetWClass","资源管理器",0.200000,0.000000,2009-07-11,19:07:52
"Program Manager","Progman","Ohters",0.900000,0.000000,2009-07-11,19:07:57
"Internet 翻转棋","PlugNPlay","Ohters",0.400000,0.000000,2009-07-11,19:07:59
"回收站","CabinetWClass","资源管理器",0.000000,0.000000,2009-07-11,19:08:00
"确认快捷方式删除","#32770","对话框",0.300000,0.000000,2009-07-11,19:08:02
"回收站","CabinetWClass","资源管理器",0.500000,0.000000,2009-07-11,19:08:05
"Internet 翻转棋","PlugNPlay","Ohters",1.800000,0.000000,2009-07-11,19:08:15
"翻转棋帮助","HH Parent","Ohters",0.500000,0.000000,2009-07-11,19:08:18
"Internet 翻转棋","ZoneLobbyWindow","Ohters",66.200000,0.000000,2009-07-11,19:13:49
"翻转棋","#32770","对话框",0.200000,0.000000,2009-07-11,19:13:51
"Internet 翻转棋","ZoneLobbyWindow","Ohters",0.300000,0.000000,2009-07-11,19:13:53
"翻转棋","#32770","对话框",1.000000,0.000000,2009-07-11,19:13:58
"Internet 翻转棋","ZoneLobbyWindow","Ohters",1.400000,0.000000,2009-07-11,19:14:06
"翻转棋帮助","HH Parent","Ohters",0.500000,0.000000,2009-07-11,19:14:09
"Internet 翻转棋","ZoneLobbyWindow","Ohters",14.700000,0.000000,2009-07-11,19:15:23
"翻转棋帮助","HH Parent","Ohters",0.900000,0.000000,2009-07-11,19:15:28
"Internet 翻转棋","ZoneLobbyWindow","Ohters",2.500000,0.000000,2009-07-11,19:15:41
"Internet 翻转棋","ZoneLobbyWindow","Ohters",0.000000,0.000000,2009-07-11,19:15:42
"翻转棋","#32770","对话框",0.400000,0.000000,2009-07-11,19:15:44
"Program Manager","Progman","Ohters",0.600000,0.000000,2009-07-11,19:15:48
"Program Manager","Progman","Ohters",0.700000,0.000000,2009-07-11,19:15:56
"回收站","CabinetWClass","资源管理器",0.100000,0.000000,2009-07-11,19:15:57
"Program Manager","Progman","Ohters",0.200000,0.000000,2009-07-11,19:15:59
"游戏","CabinetWClass","资源管理器",5.300000,0.000000,2009-07-11,19:16:26
"Internet 跳棋","PlugNPlay","Ohters",1.100000,0.000000,2009-07-11,19:16:32
"","Shell_TrayWnd","Ohters",0.100000,0.000000,2009-07-11,19:16:33
"任务栏和「开始」菜单属性","#32770","对话框",0.400000,0.000000,2009-07-11,19:16:36
"Internet 跳棋","PlugNPlay","Ohters",0.600000,0.000000,2009-07-11,19:16:39
"","Shell_TrayWnd","Ohters",0.100000,0.000000,2009-07-11,19:16:40
"游戏","CabinetWClass","资源管理器",0.400000,0.000000,2009-07-11,19:16:43
"","Shell_TrayWnd","Ohters",0.500000,0.000000,2009-07-11,19:16:46
"回收站","CabinetWClass","资源管理器",0.000000,0.000000,2009-07-11,19:16:46
"Internet 跳棋","PlugNPlay","Ohters",1.000000,0.000000,2009-07-11,19:16:52
"跳棋帮助","HH Parent","Ohters",0.800000,0.000000,2009-07-11,19:16:56
"Internet 跳棋","ZoneLobbyWindow","Ohters",16.600000,0.000000,2009-07-11,19:18:20
"跳棋","#32770","对话框",0.300000,0.000000,2009-07-11,19:18:22
"Internet 跳棋","ZoneLobbyWindow","Ohters",0.200000,0.000000,2009-07-11,19:18:23
"跳棋","#32770","对话框",0.200000,0.000000,2009-07-11,19:18:25
"Internet 跳棋","ZoneLobbyWindow","Ohters",118.100000,0.000000,2009-07-11,19:28:16
"跳棋","#32770","对话框",0.300000,0.000000,2009-07-11,19:28:18
"Internet 跳棋","ZoneLobbyWindow","Ohters",0.400000,0.000000,2009-07-11,19:28:20
"跳棋","#32770","对话框",0.200000,0.000000,2009-07-11,19:28:22
"Internet 跳棋","ZoneLobbyWindow","Ohters",6.000000,0.000000,2009-07-11,19:28:52
"跳棋","#32770","对话框",0.200000,0.000000,2009-07-11,19:28:54
"Internet 跳棋","ZoneLobbyWindow","Ohters",0.800000,0.000000,2009-07-11,19:28:58
"跳棋","#32770","对话框",0.100000,0.000000,2009-07-11,19:28:59
"Internet 跳棋","ZoneLobbyWindow","Ohters",1.200000,0.000000,2009-07-11,19:29:06
"跳棋","#32770","对话框",0.300000,0.000000,2009-07-11,19:29:08
"Internet 跳棋","ZoneLobbyWindow","Ohters",0.800000,0.000000,2009-07-11,19:29:12
"跳棋","#32770","对话框",0.200000,0.000000,2009-07-11,19:29:14
"Internet 跳棋","ZoneLobbyWindow","Ohters",1.000000,0.000000,2009-07-11,19:29:19
"跳棋","#32770","对话框",0.400000,0.000000,2009-07-11,19:29:22
"Internet 跳棋","ZoneLobbyWindow","Ohters",62.000000,0.000000,2009-07-11,19:34:32
"跳棋","#32770","对话框",0.200000,0.000000,2009-07-11,19:34:34
"Internet 跳棋","ZoneLobbyWindow","Ohters",0.400000,0.000000,2009-07-11,19:34:36
"跳棋","#32770","对话框",0.300000,0.000000,2009-07-11,19:34:38
"Internet 跳棋","ZoneLobbyWindow","Ohters",0.900000,0.000000,2009-07-11,19:34:43
"跳棋","#32770","对话框",0.300000,0.000000,2009-07-11,19:34:45
"Internet 跳棋","ZoneLobbyWindow","Ohters",8.800000,0.000000,2009-07-11,19:35:30
"跳棋 - 确认放弃","#32770","对话框",0.800000,0.000000,2009-07-11,19:35:34
"Internet 跳棋","ZoneLobbyWindow","Ohters",0.600000,0.000000,2009-07-11,19:35:38
"回收站","CabinetWClass","资源管理器",0.500000,0.000000,2009-07-11,19:35:41
"跳棋帮助","HH Parent","Ohters",1.400000,0.000000,2009-07-11,19:35:49
"","Shell_TrayWnd","Ohters",0.500000,0.000000,2009-07-11,19:35:52
"回收站","CabinetWClass","资源管理器",2.800000,0.000000,2009-07-11,19:36:06
"Program Manager","Progman","Ohters",0.200000,0.000000,2009-07-11,19:36:08
"「开始」菜单","DV2ControlHost","Ohters",0.600000,0.000000,2009-07-11,19:36:13
"Program Manager","Progman","Ohters",1.700000,0.000000,2009-07-11,19:36:22
"「开始」菜单","DV2ControlHost","Ohters",0.400000,0.000000,2009-07-11,19:36:25
"运行","#32770","对话框",0.400000,0.000000,2009-07-11,19:36:27
"Game","CabinetWClass","资源管理器",2.500000,0.000000,2009-07-11,19:36:42
"Macromedia Flash Player 7","ShockwaveFlash","Ohters",0.900000,0.000000,2009-07-11,19:36:47
"Macromedia Flash Player 7","ShockwaveFlash","Ohters",14.500000,0.000000,2009-07-11,19:38:01
"Macromedia Flash Player 7","ShockwaveFlash","Ohters",0.400000,0.000000,2009-07-11,19:38:18
"Game","CabinetWClass","资源管理器",0.200000,0.000000,2009-07-11,19:38:30
"","Shell_TrayWnd","Ohters",0.100000,0.000000,2009-07-11,19:38:31
"Game","CabinetWClass","资源管理器",1.600000,0.000000,2009-07-11,19:38:40
"页面载入出错 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",0.400000,0.000000,2009-07-11,19:38:42
"Game","CabinetWClass","资源管理器",16.000000,0.000000,2009-07-11,19:40:03
"Data File Error","#32770","对话框",0.600000,0.000000,2009-07-11,19:40:06
"Brood","CabinetWClass","资源管理器",0.500000,0.000000,2009-07-11,19:40:09
"Data File Error","#32770","对话框",0.300000,0.000000,2009-07-11,19:40:12
"Data File Error","#32770","对话框",1.100000,0.000000,2009-07-11,19:40:18
"Brood","CabinetWClass","资源管理器",1.000000,0.000000,2009-07-11,19:40:24
"Blizzard Updater v2.32","#32770","对话框",0.400000,0.000000,2009-07-11,19:40:26
"Brood","CabinetWClass","资源管理器",1.000000,0.000000,2009-07-11,19:40:32
"Program Manager","Progman","Ohters",0.100000,0.000000,2009-07-11,19:40:33
"「开始」菜单","DV2ControlHost","Ohters",0.500000,0.000000,2009-07-11,19:40:36
"运行","#32770","对话框",0.200000,0.000000,2009-07-11,19:40:37
"Game","CabinetWClass","资源管理器",3.500000,0.000000,2009-07-11,19:40:56
"Macromedia Flash Player 7","ShockwaveFlash","Ohters",545.800000,0.000000,2009-07-11,20:26:43
"Game","CabinetWClass","资源管理器",150.000000,0.000000,2009-07-11,20:39:16
"Macromedia Flash Player 7","ShockwaveFlash","Ohters",314.800000,0.000000,2009-07-11,21:05:40
"Game","CabinetWClass","资源管理器",0.400000,0.000000,2009-07-11,21:05:42
"Macromedia Flash Player 7","ShockwaveFlash","Ohters",63.900000,0.000000,2009-07-11,21:11:04
"Game","CabinetWClass","资源管理器",1.100000,0.000000,2009-07-11,21:11:10
"Program Manager","Progman","Ohters",0.300000,0.000000,2009-07-11,21:11:12
"Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",5.700000,0.000000,2009-07-11,21:12:13
"Program Manager","Progman","Ohters",0.200000,0.000000,2009-07-11,21:12:15
"「开始」菜单","DV2ControlHost","Ohters",1.400000,0.000000,2009-07-11,21:12:23
"","Shell_TrayWnd","Ohters",1.800000,0.000000,2009-07-11,21:12:33
"PPLive 升级","#32770","对话框",1.000000,0.000000,2009-07-11,21:12:38
"","Shell_TrayWnd","Ohters",3.100000,0.000000,2009-07-11,21:12:54
"PPLive","TFrm_View","Ohters",7.500000,0.000000,2009-07-11,21:14:01
"FlashAD","TFlashAD","Ohters",0.400000,0.000000,2009-07-11,21:14:04
"Program Manager","Progman","Ohters",0.000000,0.000000,2009-07-11,21:14:04
"FlashAD","TFlashAD","Ohters",0.100000,0.000000,2009-07-11,21:14:05
"Program Manager","Progman","Ohters",4.000000,0.000000,2009-07-11,21:14:26
"FlashAD","TFlashAD","Ohters",4.500000,0.000000,2009-07-11,21:14:49
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-07-11,21:14:49
"","Shell_TrayWnd","Ohters",0.900000,0.000000,2009-07-11,21:14:58
"","#32770","对话框",1.500000,0.000000,2009-07-11,21:15:06
"","Shell_TrayWnd","Ohters",2.300000,0.000000,2009-07-11,21:15:18
"「开始」菜单","DV2ControlHost","Ohters",0.600000,0.000000,2009-07-11,21:15:21
"","Shell_TrayWnd","Ohters",0.800000,0.000000,2009-07-11,21:15:26
"","#32770","对话框",2.100000,0.000000,2009-07-11,21:15:37
"Frm_Virturl","TFrm_Virturl","Ohters",0.000000,0.000000,2009-07-11,21:15:38
"PPLive","TFrm_View","Ohters",8.400000,0.000000,2009-07-11,21:16:22
"Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",0.100000,0.000000,2009-07-11,21:16:23
"首款灵幻仙侠网游——《暇月战歌》 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",3.700000,0.000000,2009-07-11,21:16:49
"PPLive","TFrm_View","Ohters",0.200000,0.000000,2009-07-11,21:16:50
"Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",1.000000,0.000000,2009-07-11,21:16:56
"PPLive","TFrm_View","Ohters",3.200000,0.000000,2009-07-11,21:17:12
"","PlugMainFrame","Ohters",1.200000,0.000000,2009-07-11,21:17:19
"PPLive","TFrm_View","Ohters",0.000000,0.000000,2009-07-11,21:17:20
"Frm_Virturl","TFrm_Virturl","Ohters",0.000000,0.000000,2009-07-11,21:17:20
"PPLive","TFrm_View","Ohters",0.600000,0.000000,2009-07-11,21:17:24
"Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",0.000000,0.000000,2009-07-11,21:17:24
"PPLive","TFrm_View","Ohters",0.400000,0.000000,2009-07-11,21:17:27
"","#32770","对话框",0.500000,0.000000,2009-07-11,21:17:30
"PPLive","TFrm_View","Ohters",1.500000,0.000000,2009-07-11,21:17:41
"FlashAD","TFlashAD","Ohters",1.200000,0.000000,2009-07-11,21:17:49
"PPLive","TFrm_View","Ohters",4.800000,0.000000,2009-07-11,21:18:14
"FlashAD","TFlashAD","Ohters",0.600000,0.000000,2009-07-11,21:18:18
"Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",1.100000,0.000000,2009-07-11,21:18:27
"QQ用户登录","#32770","对话框",0.400000,0.000000,2009-07-11,21:18:30
"PPLive","TFrm_View","Ohters",30.100000,0.000000,2009-07-11,21:21:02
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-07-11,21:21:03
"「开始」菜单","DV2ControlHost","Ohters",1.500000,0.000000,2009-07-11,21:21:11
"","Shell_TrayWnd","Ohters",0.200000,0.000000,2009-07-11,21:21:12
"","#32770","对话框",2.500000,0.000000,2009-07-11,21:21:26
"PPLive","TFrm_View","Ohters",0.600000,0.000000,2009-07-11,21:21:29
"FlashAD","TFlashAD","Ohters",1.100000,0.000000,2009-07-11,21:21:35
"PPLive","TFrm_View","Ohters",2.400000,0.000000,2009-07-11,21:21:53
"QQ用户登录","#32770","对话框",0.900000,0.000000,2009-07-11,21:21:58
"Program Manager","Progman","Ohters",0.100000,0.000000,2009-07-11,21:22:00
"「开始」菜单","DV2ControlHost","Ohters",1.600000,0.000000,2009-07-11,21:22:09
"","Shell_TrayWnd","Ohters",0.200000,0.000000,2009-07-11,21:22:10
"QQ安全中心","#32770","对话框",0.700000,0.000000,2009-07-11,21:22:14
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-07-11,21:22:15
"QQ用户登录","#32770","对话框",0.900000,0.000000,2009-07-11,21:22:20
"Program Manager","Progman","Ohters",0.100000,0.000000,2009-07-11,21:22:21
"","#32770","对话框",2.500000,0.000000,2009-07-11,21:22:34
"「开始」菜单","DV2ControlHost","Ohters",0.500000,0.000000,2009-07-11,21:22:37
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-07-11,21:22:38
"","#32770","对话框",9.300000,0.000000,2009-07-11,21:23:32
"","#32770","对话框",1.500000,0.000000,2009-07-11,21:23:45
"Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",1.500000,0.000000,2009-07-11,21:23:54
"","Shell_TrayWnd","Ohters",0.300000,0.000000,2009-07-11,21:23:56
"Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",0.200000,0.000000,2009-07-11,21:23:57
"","Shell_TrayWnd","Ohters",0.300000,0.000000,2009-07-11,21:23:59
"Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",430.800000,0.000000,2009-07-11,22:00:01
"新闻时段(晚上9点-10点)","#32770","对话框",0.600000,0.000000,2009-07-11,22:00:06
"Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",1.400000,0.000000,2009-07-11,22:00:13
"新闻时段(晚上9点-10点)","#32770","对话框",3.200000,0.000000,2009-07-11,22:00:30
"Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",127.000000,0.000000,2009-07-11,22:11:07
"你已经取消 0 次了!","#32770","对话框",0.600000,0.000000,2009-07-11,22:11:10
"终于离婚了 情人却消失得无影无踪_网易女人 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",358.200000,0.000000,2009-07-11,22:41:06
"你已经取消 1 次了!","#32770","对话框",1.200000,0.000000,2009-07-11,22:41:13
"向史上最长寿的文化大师季羡林说拜拜 - 司马平邦的日志 - 网易博客 - Mozilla Firefox","MozillaUIWindowClass","Beyond Compare",38.200000,0.000000,2009-07-11,22:44:25
"你已经取消 1 次了!","#32770","对话框",1.900000,0.000000,2009-07-11,22:44:35
"Program Manager","Progman","Ohters",0.800000,0.000000,2009-07-11,22:44:40
"「开始」菜单","DV2ControlHost","Ohters",0.400000,0.000000,2009-07-11,22:44:42
"Program Manager","Progman","Ohters",1.600000,0.000000,2009-07-11,22:44:51
"我的电脑","CabinetWClass","资源管理器",6.900000,0.000000,2009-07-11,22:45:36
"确认删除多个文件","#32770","对话框",1.200000,0.000000,2009-07-11,22:45:43
"Data (D:)","CabinetWClass","资源管理器",1.300000,0.000000,2009-07-11,22:45:50
"确认删除多个文件","#32770","对话框",0.100000,0.000000,2009-07-11,22:45:51
"Data (D:)","CabinetWClass","资源管理器",5.900000,0.000000,2009-07-11,22:46:23
"《金庸全集》典藏版v4.0","TMainForm","Ohters",17.800000,0.000000,2009-07-11,22:47:52
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-07-11,22:47:53
"「开始」菜单","DV2ControlHost","Ohters",1.400000,0.000000,2009-07-11,22:48:01
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-07-11,22:48:01
"无标题 - 记事本","Notepad","Ohters",1.100000,0.000000,2009-07-11,22:48:07
"《金庸全集》典藏版v4.0","TMainForm","Ohters",2.200000,0.000000,2009-07-11,22:48:19
"无标题 - 记事本","Notepad","Ohters",2.100000,0.000000,2009-07-11,22:48:30
"《金庸全集》典藏版v4.0","TMainForm","Ohters",2.000000,0.000000,2009-07-11,22:48:41
"无标题 - 记事本","Notepad","Ohters",1.200000,0.000000,2009-07-11,22:48:47
"《金庸全集》典藏版v4.0","TMainForm","Ohters",1.100000,0.000000,2009-07-11,22:48:53
"无标题 - 记事本","Notepad","Ohters",1.200000,0.000000,2009-07-11,22:49:00
"《金庸全集》典藏版v4.0","TMainForm","Ohters",1.000000,0.000000,2009-07-11,22:49:05
"无标题 - 记事本","Notepad","Ohters",1.100000,0.000000,2009-07-11,22:49:11
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.700000,0.000000,2009-07-11,22:49:15
"无标题 - 记事本","Notepad","Ohters",1.500000,0.000000,2009-07-11,22:49:23
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.900000,0.000000,2009-07-11,22:49:28
"无标题 - 记事本","Notepad","Ohters",1.300000,0.000000,2009-07-11,22:49:35
"《金庸全集》典藏版v4.0","TMainForm","Ohters",2.200000,0.000000,2009-07-11,22:49:47
"无标题 - 记事本","Notepad","Ohters",1.000000,0.000000,2009-07-11,22:49:53
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.700000,0.000000,2009-07-11,22:49:57
"无标题 - 记事本","Notepad","Ohters",1.000000,0.000000,2009-07-11,22:50:02
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.800000,0.000000,2009-07-11,22:50:07
"无标题 - 记事本","Notepad","Ohters",1.100000,0.000000,2009-07-11,22:50:13
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.900000,0.000000,2009-07-11,22:50:18
"无标题 - 记事本","Notepad","Ohters",0.900000,0.000000,2009-07-11,22:50:23
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.700000,0.000000,2009-07-11,22:50:27
"无标题 - 记事本","Notepad","Ohters",1.200000,0.000000,2009-07-11,22:50:34
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.600000,0.000000,2009-07-11,22:50:37
"无标题 - 记事本","Notepad","Ohters",1.000000,0.000000,2009-07-11,22:50:43
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.700000,0.000000,2009-07-11,22:50:47
"无标题 - 记事本","Notepad","Ohters",0.800000,0.000000,2009-07-11,22:50:51
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.700000,0.000000,2009-07-11,22:50:55
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-07-11,22:50:56
"无标题 - 记事本","Notepad","Ohters",0.900000,0.000000,2009-07-11,22:51:01
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.800000,0.000000,2009-07-11,22:51:05
"无标题 - 记事本","Notepad","Ohters",0.900000,0.000000,2009-07-11,22:51:10
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.600000,0.000000,2009-07-11,22:51:14
"无标题 - 记事本","Notepad","Ohters",0.800000,0.000000,2009-07-11,22:51:18
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.500000,0.000000,2009-07-11,22:51:21
"无标题 - 记事本","Notepad","Ohters",0.800000,0.000000,2009-07-11,22:51:26
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.600000,0.000000,2009-07-11,22:51:30
"无标题 - 记事本","Notepad","Ohters",0.900000,0.000000,2009-07-11,22:51:35
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.900000,0.000000,2009-07-11,22:51:40
"无标题 - 记事本","Notepad","Ohters",0.700000,0.000000,2009-07-11,22:51:44
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.700000,0.000000,2009-07-11,22:51:48
"无标题 - 记事本","Notepad","Ohters",0.700000,0.000000,2009-07-11,22:51:52
"《金庸全集》典藏版v4.0","TMainForm","Ohters",1.800000,0.000000,2009-07-11,22:52:02
"无标题 - 记事本","Notepad","Ohters",2.100000,0.000000,2009-07-11,22:52:13
"另存为","#32770","对话框",5.000000,0.000000,2009-07-11,22:52:39
"无标题 - 记事本","Notepad","Ohters",1.000000,0.000000,2009-07-11,22:52:45
"另存为","#32770","对话框",3.500000,0.000000,2009-07-11,22:53:03
".txt - 记事本","Notepad","Ohters",3.200000,0.000000,2009-07-11,22:53:20
"《金庸全集》典藏版v4.0","TMainForm","Ohters",0.100000,0.000000,2009-07-11,22:53:21
"武侠小说","CabinetWClass","资源管理器",0.300000,0.000000,2009-07-11,22:53:23
"你已经取消 1 次了!","#32770","对话框",0.100000,0.000000,2009-07-11,22:53:24
"Program Manager","Progman","Ohters",0.100000,0.000000,2009-07-11,22:53:25
"你已经取消 1 次了!","#32770","对话框",2.800000,0.000000,2009-07-11,22:53:39
"我的文档","CabinetWClass","资源管理器",4.800000,0.000000,2009-07-11,22:54:06
"「开始」菜单","DV2ControlHost","Ohters",1.100000,0.000000,2009-07-11,22:54:12
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-07-11,22:54:13
"无标题 - 记事本","Notepad","Ohters",2.300000,0.000000,2009-07-11,22:54:25
"另存为","#32770","对话框",2.000000,0.000000,2009-07-11,22:54:36
"无标题 - 记事本","Notepad","Ohters",0.400000,0.000000,2009-07-11,22:54:38
"记事本","#32770","对话框",0.100000,0.000000,2009-07-11,22:54:39
"我的文档","CabinetWClass","资源管理器",0.200000,0.000000,2009-07-11,22:54:41
"你已经取消 1 次了!","#32770","对话框",0.300000,0.000000,2009-07-11,22:54:43
"Program Manager","Progman","Ohters",0.000000,0.000000,2009-07-11,22:54:44
"我的电脑","CabinetWClass","资源管理器",2.300000,0.000000,2009-07-11,22:54:56
"Program Manager","Progman","Ohters",0.200000,0.000000,2009-07-11,22:54:58
"你已经取消 1 次了!","#32770","对话框",0.100000,0.000000,2009-07-11,22:54:59
"Program Manager","Progman","Ohters",0.400000,0.000000,2009-07-11,22:55:02
"1234.txt - 记事本","Notepad","Ohters",0.800000,0.000000,2009-07-11,22:55:06
"你已经取消 1 次了!","#32770","对话框",0.100000,0.000000,2009-07-11,22:55:07
"Program Manager","Progman","Ohters",159.400000,0.000000,2009-07-11,23:08:27
"新闻时段(晚上9点-10点)","#32770","对话框",0.100000,0.000000,2009-07-11,23:08:28
"Program Manager","Progman","Ohters",0.800000,0.000000,2009-07-11,23:08:32
"","Shell_TrayWnd","Ohters",0.000000,0.000000,2009-07-11,23:08:33
"Program Manager","Progman","Ohters",0.300000,0.000000,2009-07-11,23:08:35
"Huawei PC助手","#32770","对话框",2.600000,0.000000,2009-07-11,23:08:48
"Program Manager","Progman","Ohters",1.300000,0.000000,2009-07-11,23:08:55
"确认删除多个文件","#32770","对话框",0.100000,0.000000,2009-07-11,23:08:56
"Program Manager","Progman","Ohters",0.600000,0.000000,2009-07-11,23:09:00
"","Shell_TrayWnd","Ohters",1.400000,0.000000,2009-07-11,23:09:07
"Program Manager","Progman","Ohters",0.200000,0.000000,2009-07-11,23:09:09
"","Shell_TrayWnd","Ohters",0.300000,0.000000,2009-07-11,23:09:11
"Program Manager","Progman","Ohters",0.000000,0.000000,2009-07-11,23:09:11
"我的电脑","CabinetWClass","资源管理器",1.900000,0.000000,2009-07-11,23:09:23
"正在复制...","#32770","对话框",0.100000,0.000000,2009-07-11,23:09:24
"book","CabinetWClass","资源管理器",7.500000,0.000000,2009-07-11,23:10:03
"Program Manager","Progman","Ohters",0.500000,0.000000,2009-07-11,23:10:06
"决战坦克 v1.2.2 绿色软件","CabinetWClass","资源管理器",0.400000,0.000000,2009-07-11,23:10:09
"Program Manager","Progman","Ohters",0.500000,0.000000,2009-07-11,23:10:12
"","Shell_TrayWnd","Ohters",4.300000,0.000000,2009-07-11,23:10:34
"Program Manager","Progman","Ohters",0.100000,0.000000,2009-07-11,23:10:35
"「开始」菜单","DV2ControlHost","Ohters",0.200000,0.000000,2009-07-11,23:10:37
"","Shell_TrayWnd","Ohters",9.600000,0.000000,2009-07-11,23:11:25
"Firefox 附加组件更新","MozillaDialogClass","Ohters",2.400000,0.000000,2009-07-11,23:11:38
"","Shell_TrayWnd","Ohters",3.300000,0.000000,2009-07-11,23:11:55
"Program Manager","Progman","Ohters",0.100000,0.000000,2009-07-11,23:11:56
"我的电脑","CabinetWClass","资源管理器",1.400000,0.000000,2009-07-11,23:12:04
"Program Manager","Progman","Ohters",0.200000,0.000000,2009-07-11,23:12:06
"","Shell_TrayWnd","Ohters",2.200000,0.000000,2009-07-11,23:12:17
"Program Manager","Progman","Ohters",2.200000,0.000000,2009-07-11,23:12:29
